"","incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point.latitude","map_point.longitude"
"6325","21015227",2021-11-08,"Emergency Medical Service (EMS)","1100BLK YALE ST","E-4","Station 3 ",2021-11-08 19:27:32,2021-11-08 20:16:15,"Report              ","34.038946546407708","-118.47541695010666","34.0389465464077","-118.475416950107"
"6326","21015232",2021-11-08,"Emergency Medical Service (EMS)","700BLK BROADWAY ","E-1","Station 1 ",2021-11-08 22:50:42,2021-11-08 23:02:24,"Report              ","34.01776007747705","-118.49027662769584","34.0177600774771","-118.490276627696"
"6327","21015230",2021-11-08,"Emergency Medical Service (EMS)","700BLK BROADWAY ","E-1","Station 1 ",2021-11-08 22:37:16,2021-11-08 23:44:11,"Report              ","34.01776007747705","-118.49027662769584","34.0177600774771","-118.490276627696"
"6328","21015231",2021-11-08,"Emergency Medical Service (EMS)","200BLK OCEAN AVE","E-6","Station 1 ",2021-11-08 22:46:45,2021-11-09 01:08:43,"Report              ","34.027033008998728","-118.51511565510084","34.0270330089987","-118.515115655101"
"6329","21015234",2021-11-09,"Emergency Medical Service (EMS)","2ND ST / SANTA MONICA BLVD","E-1","Station 1 ",2021-11-09 02:25:26,2021-11-09 02:46:39,"Report              ","34.01488046255934","-118.49703769370638","34.0148804625593","-118.497037693706"
"6330","21015235",2021-11-09,"Emergency Medical Service (EMS)","2900BLK 4TH ST","E-2S","Station 2 ",2021-11-09 02:28:59,2021-11-09 02:48:49,"Report              ","34.000829432958454","-118.47832930019652","34.0008294329585","-118.478329300197"
"6331","21015236",2021-11-09,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-11-09 04:35:04,2021-11-09 05:12:24,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"6332","21015237",2021-11-09,"Emergency Medical Service (EMS)","2000BLK CLOVERFIELD BLVD","E-5N","Station 5 ",2021-11-09 04:46:55,2021-11-09 05:29:17,"Report              ","34.022582819073108","-118.46697009188885","34.0225828190731","-118.466970091889"
"6333","21015239",2021-11-09,"Emergency Medical Service (EMS)","500BLK OLYMPIC BLVD W","E-1","Station 1 ",2021-11-09 05:08:21,2021-11-09 05:33:05,"Report              ","34.013073554128887","-118.48941315098216","34.0130735541289","-118.489413150982"
"6334","21015240",2021-11-09,"Emergency Medical Service (EMS)","1300BLK 26TH ST","E-3","Station 3 ",2021-11-09 07:04:07,2021-11-09 07:19:11,"Report              ","34.033973210075622","-118.47508464161061","34.0339732100756","-118.475084641611"
"6335","21015241",2021-11-09,"Emergency Medical Service (EMS)","2900BLK 4TH ST","E-2S","Station 2 ",2021-11-09 07:31:26,2021-11-09 08:05:28,"Report              ","34.000829432958454","-118.47832930019652","34.0008294329585","-118.478329300197"
"6336","21015242",2021-11-09,"Emergency Medical Service (EMS)","400BLK EXPO LINE ","E-1","Station 1 ",2021-11-09 07:41:03,2021-11-09 08:42:35,"Report              ","34.014786677397559","-118.49232590164787","34.0147866773976","-118.492325901648"
"6337","21015243",2021-11-09,"Emergency Medical Service (EMS)","900BLK 3RD ST","E-6","Station 1 ",2021-11-09 08:06:15,2021-11-09 08:54:27,"Report              ","34.021749309626173","-118.50322907160357","34.0217493096262","-118.503229071604"
"6338","21015245",2021-11-09,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-11-09 08:59:12,2021-11-09 09:37:16,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"6339","21015244",2021-11-09,"Emergency Medical Service (EMS)","300BLK PALISADES AVE","E-6","Station 1 ",2021-11-09 08:35:57,2021-11-09 09:39:51,"Report              ","34.02495543490577","-118.50615459335471","34.0249554349058","-118.506154593355"
"6340","21015246",2021-11-09,"Emergency Medical Service (EMS)","200BLK CALIFORNIA AVE","E-6","Station 1 ",2021-11-09 09:16:48,2021-11-09 09:47:13,"Report              ","34.019339631557465","-118.50133179571385","34.0193396315575","-118.501331795714"
"6341","21015247",2021-11-09,"Emergency Medical Service (EMS)","2600BLK MONTANA AVE","E-4","Station 3 ",2021-11-09 09:39:11,2021-11-09 10:08:56,"Report              ","34.041802336698154","-118.48332336692066","34.0418023366982","-118.483323366921"
"6342","21015250",2021-11-09,"Emergency Medical Service (EMS)","900BLK 12TH ST","E-4","Station 3 ",2021-11-09 10:59:20,2021-11-09 11:16:02,"Report              ","34.028649456371589","-118.49471807426309","34.0286494563716","-118.494718074263"
"6343","21015251",2021-11-09,"Emergency Medical Service (EMS)","3300BLK VIRGINIA AVE","E-5N","Station 5 ",2021-11-09 11:12:42,2021-11-09 11:26:43,"Report              ","34.028519482268166","-118.45618473797859","34.0285194822682","-118.456184737979"
"6344","21015249",2021-11-09,"Emergency Medical Service (EMS)","2800BLK PICO BLVD","E-5N","Station 5 ",2021-11-09 10:40:34,2021-11-09 11:28:39,"Report              ","34.024468709931277","-118.46010008551404","34.0244687099313","-118.460100085514"
"6345","21015252",2021-11-09,"Emergency Medical Service (EMS)","600BLK WILSHIRE BLVD ","E-6","Station 1 ",2021-11-09 11:16:17,2021-11-09 11:28:48,"Report              ","34.021026685212775","-118.49593634591244","34.0210266852128","-118.495936345912"
"6346","21015253",2021-11-09,"Emergency Medical Service (EMS)","1500BLK 4TH ST","E-1","Station 1 ",2021-11-09 11:49:50,2021-11-09 12:42:37,"Report              ","34.014404131618193","-118.49279993798227","34.0144041316182","-118.492799937982"
"6347","21015255",2021-11-09,"Emergency Medical Service (EMS)","2200BLK 20TH ST","E-5N","Station 5 ",2021-11-09 12:37:18,2021-11-09 12:50:31,"Report              ","34.017595362175683","-118.46790029077206","34.0175953621757","-118.467900290772"
"6348","21015254",2021-11-09,"Emergency Medical Service (EMS)","3300BLK OCEAN PARK BLVD","E-5N","Station 5 ",2021-11-09 12:24:03,2021-11-09 13:03:14,"Report              ","34.021689620173483","-118.45094109996134","34.0216896201735","-118.450941099961"
"6349","21015256",2021-11-09,"Emergency Medical Service (EMS)","2700BLK NEILSON WAY","E-2S","Station 2 ",2021-11-09 13:10:15,2021-11-09 13:58:17,"Report              ","34.000551753447283","-118.48313032113383","34.0005517534473","-118.483130321134"
"6350","21015260",2021-11-09,"Emergency Medical Service (EMS)","2400BLK PIER AVE","E-5S","Station 5 ",2021-11-09 14:21:56,2021-11-09 15:34:47,"Report              ","34.013224622302062","-118.45718773759911","34.0132246223021","-118.457187737599"
"6351","21015263",2021-11-09,"Emergency Medical Service (EMS)","1100BLK ARIZONA AVE","E-6","Station 1 ",2021-11-09 15:14:58,2021-11-09 15:40:58,"Report              ","34.023500173503336","-118.48962050762809","34.0235001735033","-118.489620507628"
"6352","21015266",2021-11-09,"Emergency Medical Service (EMS)","2200BLK WILSHIRE BLVD","E-4","Station 3 ",2021-11-09 16:14:44,2021-11-09 16:43:01,"Report              ","34.033067706106543","-118.48108815892739","34.0330677061065","-118.481088158927"
"6353","21015268",2021-11-09,"Emergency Medical Service (EMS)","1400BLK 16TH ST ","E-3","Station 3 ",2021-11-09 16:45:11,2021-11-09 16:59:52,"Report              ","34.024945286823041","-118.48301883776908","34.024945286823","-118.483018837769"
"6354","21015267",2021-11-09,"Emergency Medical Service (EMS)","1500BLK 6TH ST","E-1","Station 1 ",2021-11-09 16:30:48,2021-11-09 17:41:29,"Report              ","34.015940370186875","-118.4909105384959","34.0159403701869","-118.490910538496"
"6355","21015270",2021-11-09,"Emergency Medical Service (EMS)","1500BLK LINCOLN BLVD","E-1","Station 1 ",2021-11-09 17:40:59,2021-11-09 18:11:22,"Report              ","34.017473649239967","-118.48902113448813","34.01747364924","-118.489021134488"
"6356","21015272",2021-11-09,"Emergency Medical Service (EMS)","2900BLK LINCOLN BLVD ","E-2S","Station 2 ",2021-11-09 19:07:20,2021-11-09 19:15:00,"Report              ","34.004625234650987","-118.47323830260602","34.004625234651","-118.473238302606"
"6357","21015271",2021-11-09,"Emergency Medical Service (EMS)","2100BLK OCEAN AVE","E-2N","Station 2 ",2021-11-09 19:02:21,2021-11-09 19:20:17,"Report              ","34.004872283578756","-118.48923395150713","34.0048722835788","-118.489233951507"
"6358","21015274",2021-11-09,"Emergency Medical Service (EMS)","1400BLK OCEAN AVE","E-1","Station 1 ",2021-11-09 21:40:20,2021-11-09 22:09:12,"Report              ","34.013424290562163","-118.49722259970113","34.0134242905622","-118.497222599701"
"6359","21015275",2021-11-09,"Emergency Medical Service (EMS)","2ND ST / WILSHIRE BLVD","E-6","Station 1 ",2021-11-09 22:25:09,2021-11-09 22:45:51,"Report              ","34.017578358387965","-118.50019300019147","34.017578358388","-118.500193000191"
"6360","21015276",2021-11-09,"Emergency Medical Service (EMS)","2500BLK VIRGINIA AVE","E-5N","Station 5 ",2021-11-09 23:00:08,2021-11-09 23:10:17,"Report              ","34.025092967195569","-118.46499532672942","34.0250929671956","-118.464995326729"
"6361","21015277",2021-11-09,"Emergency Medical Service (EMS)","2000BLK OLYMPIC BLVD","E-3","Station 3 ",2021-11-09 23:06:01,2021-11-09 23:51:37,"Report              ","34.024791943193506","-118.47458096239774","34.0247919431935","-118.474580962398"
"6362","21015278",2021-11-10,"Emergency Medical Service (EMS)","500BLK LINCOLN BLVD","E-6","Station 1 ",2021-11-10 02:17:38,2021-11-10 02:35:59,"Report              ","34.029983021068851","-118.50364624219731","34.0299830210689","-118.503646242197"
"6363","21015282",2021-11-10,"Emergency Medical Service (EMS)","1700BLK SUNSET AVE","E-5S","Station 5 ",2021-11-10 05:10:25,2021-11-10 05:39:33,"Report              ","34.007602975829215","-118.46272837429041","34.0076029758292","-118.46272837429"
"6364","21015284",2021-11-10,"Emergency Medical Service (EMS)","2200BLK PIER AVE","E-5S","Station 5 ",2021-11-10 06:29:44,2021-11-10 06:42:47,"Report              ","34.011347120137145","-118.46041152648027","34.0113471201371","-118.46041152648"
"6365","21015285",2021-11-10,"Emergency Medical Service (EMS)","2800BLK KANSAS AVE","E-5N","Station 5 ",2021-11-10 06:47:18,2021-11-10 08:27:57,"Report              ","34.025814961067972","-118.46159237764636","34.025814961068","-118.461592377646"
"6366","21015286",2021-11-10,"Emergency Medical Service (EMS)","1200BLK 16TH ST","E-4","Station 3 ",2021-11-10 08:21:04,2021-11-10 08:34:11,"Report              ","34.027632966205786","-118.48615992665083","34.0276329662058","-118.486159926651"
"6367","21015287",2021-11-10,"Emergency Medical Service (EMS)","1900BLK EUCLID ST","E-2N","Station 2 ",2021-11-10 08:59:52,2021-11-10 09:36:42,"Report              ","34.015892111786989","-118.47797720768229","34.015892111787","-118.477977207682"
"6368","21015289",2021-11-10,"Emergency Medical Service (EMS)","2200BLK PIER AVE","E-5S","Station 5 ",2021-11-10 09:05:37,2021-11-10 09:44:36,"Report              ","34.011347120137145","-118.46041152648027","34.0113471201371","-118.46041152648"
"6369","21015290",2021-11-10,"Emergency Medical Service (EMS)","800BLK 4TH ST","E-6","Station 1 ",2021-11-10 09:33:14,2021-11-10 10:07:54,"Report              ","34.023855331133483","-118.50384752611407","34.0238553311335","-118.503847526114"
"6370","21015295",2021-11-10,"Emergency Medical Service (EMS)","1200BLK 6TH ST","E-6","Station 1 ",2021-11-10 10:23:04,2021-11-10 10:40:29,"Report              ","34.019965668604968","-118.49561695402277","34.019965668605","-118.495616954023"
"6371","21015294",2021-11-10,"Emergency Medical Service (EMS)","500BLK COLORADO AVE","E-1","Station 1 ",2021-11-10 10:13:24,2021-11-10 11:14:12,"Report              ","34.014923156526024","-118.49055126598047","34.014923156526","-118.49055126598"
"6372","21015302",2021-11-10,"Emergency Medical Service (EMS)","1000BLK SANTA MONICA BLVD","E-1","Station 1 ",2021-11-10 11:44:54,2021-11-10 12:01:17,"Report              ","34.0213997324384","-118.48900843521018","34.0213997324384","-118.48900843521"
"6373","21015300",2021-11-10,"Emergency Medical Service (EMS)","1600BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-11-10 11:32:22,2021-11-10 12:31:59,"Report              ","34.025959629994375","-118.48337928475414","34.0259596299944","-118.483379284754"
"6374","21015303",2021-11-10,"Emergency Medical Service (EMS)","15TH ST / MONTANA AVE","E-4","Station 3 ",2021-11-10 12:13:14,2021-11-10 12:51:18,"Report              ","34.032954802767406","-118.49422789361928","34.0329548027674","-118.494227893619"
"6375","21015304",2021-11-10,"Emergency Medical Service (EMS)","14TH ST / WILSHIRE BLVD","E-4","Station 3 ",2021-11-10 13:18:07,2021-11-10 13:38:24,"Report              ","34.026775561694741","-118.48884809187199","34.0267755616947","-118.488848091872"
"6376","21015305",2021-11-10,"Emergency Medical Service (EMS)","2400BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-11-10 13:21:41,2021-11-10 14:03:44,"Report              ","34.032004888639271","-118.47591283878782","34.0320048886393","-118.475912838788"
"6377","21015309",2021-11-10,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-11-10 14:37:20,2021-11-10 14:57:23,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"6378","21015314",2021-11-10,"Emergency Medical Service (EMS)","1800BLK CLOVERFIELD BLVD ","E-3","Station 3 ",2021-11-10 16:29:55,2021-11-10 17:05:12,"Report              ","34.025148998303976","-118.47000075153605","34.025148998304","-118.470000751536"
"6379","21015318",2021-11-10,"Emergency Medical Service (EMS)","900BLK 9TH ST","E-6","Station 1 ",2021-11-10 17:09:05,2021-11-10 17:21:40,"Report              ","34.026350871803594","-118.49755587067172","34.0263508718036","-118.497555870672"
"6380","21015316",2021-11-10,"Emergency Medical Service (EMS)","2200BLK 29TH ST","E-5N","Station 5 ",2021-11-10 16:56:15,2021-11-10 17:24:40,"Report              ","34.024323321155507","-118.45904274087889","34.0243233211555","-118.459042740879"
"6381","21015319",2021-11-10,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-11-10 17:10:25,2021-11-10 17:32:33,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"6382","21015317",2021-11-10,"Emergency Medical Service (EMS)","1200BLK EUCLID ST","E-4","Station 3 ",2021-11-10 16:58:27,2021-11-10 17:48:48,"Report              ","34.025328487954205","-118.48899597667997","34.0253284879542","-118.48899597668"
"6383","21015321",2021-11-10,"Emergency Medical Service (EMS)","2200BLK COLORADO AVE","E-3","Station 3 ",2021-11-10 17:39:07,2021-11-10 18:03:54,"Report              ","34.027224070625465","-118.47537644528276","34.0272240706255","-118.475376445283"
"6384","21015324",2021-11-10,"Emergency Medical Service (EMS)","11TH ST / GRANT ST","E-2N","Station 2 ",2021-11-10 19:02:25,2021-11-10 19:13:42,"Report              ","34.0127163308443","-118.47811445994684","34.0127163308443","-118.478114459947"
"6385","21015326",2021-11-10,"Emergency Medical Service (EMS)","2600BLK WILSHIRE BLVD ","E-4","Station 3 ",2021-11-10 19:53:57,2021-11-10 20:27:07,"Report              ","34.036387172568645","-118.47698289195112","34.0363871725686","-118.476982891951"
"6386","21015327",2021-11-10,"Emergency Medical Service (EMS)","11TH ST / GRANT ST","E-2N","Station 2 ",2021-11-10 20:19:02,2021-11-10 20:32:48,"Report              ","34.0127163308443","-118.47811445994684","34.0127163308443","-118.478114459947"
"6387","21015328",2021-11-10,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-11-10 20:37:22,2021-11-10 21:20:20,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"6388","21015329",2021-11-10,"Emergency Medical Service (EMS)","400BLK SANTA MONICA BLVD","E-1","Station 1 ",2021-11-10 21:08:34,2021-11-10 21:28:10,"Report              ","34.016796072966194","-118.49467562699022","34.0167960729662","-118.49467562699"
"6389","21015330",2021-11-10,"Emergency Medical Service (EMS)","2600BLK BROADWAY","E-3","Station 3 ",2021-11-10 21:31:53,2021-11-10 21:56:24,"Report              ","34.032319888655543","-118.4722986771128","34.0323198886555","-118.472298677113"
"6390","21015331",2021-11-10,"Emergency Medical Service (EMS)","1900BLK 11TH ST","E-2N","Station 2 ",2021-11-10 21:58:11,2021-11-10 22:19:20,"Report              ","34.014522054438643","-118.48005946591152","34.0145220544386","-118.480059465912"
"6391","21015332",2021-11-10,"Emergency Medical Service (EMS)","1100BLK 5TH ST","E-6","Station 1 ",2021-11-10 22:02:33,2021-11-10 22:21:24,"Report              ","34.020567738790696","-118.49816517970427","34.0205677387907","-118.498165179704"
"6392","21015333",2021-11-10,"Emergency Medical Service (EMS)","1900BLK EUCLID ST","E-2N","Station 2 ",2021-11-10 23:02:52,2021-11-10 23:52:32,"Report              ","34.015892111786989","-118.47797720768229","34.015892111787","-118.477977207682"
"6393","21015337",2021-11-11,"Emergency Medical Service (EMS)","400BLK COLORADO AVE","E-1","Station 1 ",2021-11-11 04:13:47,2021-11-11 04:34:52,"Report              ","34.014115019709692","-118.49154185615788","34.0141150197097","-118.491541856158"
"6394","21015338",2021-11-11,"Emergency Medical Service (EMS)","1900BLK 20TH ST","E-5N","Station 5 ",2021-11-11 04:44:35,2021-11-11 05:08:14,"Report              ","34.021253898723636","-118.47134249966489","34.0212538987236","-118.471342499665"
"6395","21015339",2021-11-11,"Emergency Medical Service (EMS)","1900BLK 20TH ST","E-5N","Station 5 ",2021-11-11 05:16:35,2021-11-11 06:13:01,"Report              ","34.021253898723636","-118.47134249966489","34.0212538987236","-118.471342499665"
"6396","21015341",2021-11-11,"Emergency Medical Service (EMS)","2200BLK MAIN ST","E-2N","Station 2 ",2021-11-11 07:07:02,2021-11-11 07:59:05,"Report              ","34.005230429495136","-118.48696397796211","34.0052304294951","-118.486963977962"
"6397","21015348",2021-11-11,"Emergency Medical Service (EMS)","2500BLK KANSAS AVE","E-5N","Station 5 ",2021-11-11 09:49:07,2021-11-11 10:16:52,"Report              ","34.02414996675612","-118.46379556455619","34.0241499667561","-118.463795564556"
"6398","21015346",2021-11-11,"Emergency Medical Service (EMS)","400BLK 16TH ST","E-4","Station 3 ",2021-11-11 09:36:16,2021-11-11 10:20:19,"Report              ","34.037308793383311","-118.49747153595749","34.0373087933833","-118.497471535957"
"6399","21015347",2021-11-11,"Emergency Medical Service (EMS)","1300BLK 20TH ST","E-3","Station 3 ",2021-11-11 09:38:05,2021-11-11 10:25:41,"Report              ","34.029348433412224","-118.48079776393756","34.0293484334122","-118.480797763938"
"6400","21015349",2021-11-11,"Emergency Medical Service (EMS)","2000BLK PICO BLVD ","E-5N","Station 5 ",2021-11-11 09:51:23,2021-11-11 10:30:37,"Report              ","34.008448904124492","-118.48896294608151","34.0084489041245","-118.488962946082"
"6401","21015352",2021-11-11,"Emergency Medical Service (EMS)","1500BLK EUCLID ST","E-1","Station 1 ",2021-11-11 10:08:24,2021-11-11 10:33:04,"Report              ","34.021307354817523","-118.48429476525094","34.0213073548175","-118.484294765251"
"6402","21015353",2021-11-11,"Emergency Medical Service (EMS)","800BLK IDAHO AVE","E-6","Station 1 ",2021-11-11 10:30:11,2021-11-11 11:06:22,"Report              ","34.026636193769072","-118.49880924483445","34.0266361937691","-118.498809244834"
"6403","21015355",2021-11-11,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-11-11 11:25:35,2021-11-11 11:34:24,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"6404","21015354",2021-11-11,"Emergency Medical Service (EMS)","2600BLK 34TH ST","E-5N","Station 5 ",2021-11-11 11:23:12,2021-11-11 11:45:47,"Report              ","34.023423803925922","-118.45086655914037","34.0234238039259","-118.45086655914"
"6405","21015358",2021-11-11,"Emergency Medical Service (EMS)","1300BLK 20TH ST","E-3","Station 3 ",2021-11-11 12:04:40,2021-11-11 12:17:16,"Report              ","34.029348433412224","-118.48079776393756","34.0293484334122","-118.480797763938"
"6406","21015357",2021-11-11,"Emergency Medical Service (EMS)","2200BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-11-11 11:31:06,2021-11-11 12:54:24,"Report              ","34.030373526490287","-118.477927445724","34.0303735264903","-118.477927445724"
"6407","21015359",2021-11-11,"Emergency Medical Service (EMS)","2300BLK 24TH ST","E-5N","Station 5 ",2021-11-11 12:38:38,2021-11-11 13:45:49,"Report              ","34.021038763694676","-118.46373556783834","34.0210387636947","-118.463735567838"
"6408","21015360",2021-11-11,"Emergency Medical Service (EMS)","1400BLK LINCOLN BLVD","E-1","Station 1 ",2021-11-11 13:06:39,2021-11-11 13:52:03,"Report              ","34.018811799682638","-118.49058730599012","34.0188117996826","-118.49058730599"
"6409","21015361",2021-11-11,"Emergency Medical Service (EMS)","2900BLK MAIN ST","E-2S","Station 2 ",2021-11-11 13:24:13,2021-11-11 13:51:52,"Report              ","33.999064464281304","-118.4806399022589","33.9990644642813","-118.480639902259"
"6410","21015362",2021-11-11,"Emergency Medical Service (EMS)","18TH ST / SANTA MONICA BLVD","E-3","Station 3 ",2021-11-11 13:52:40,2021-11-11 14:11:15,"Report              ","34.027149547050364","-118.48190857268492","34.0271495470504","-118.481908572685"
"6411","21015363",2021-11-11,"Emergency Medical Service (EMS)","1200BLK 15TH ST","E-4","Station 3 ",2021-11-11 14:09:57,2021-11-11 14:21:29,"Report              ","34.027323917166164","-118.48718175268049","34.0273239171662","-118.48718175268"
"6412","21015365",2021-11-11,"Emergency Medical Service (EMS)","1800BLK WILSHIRE BLVD","E-4","Station 3 ",2021-11-11 14:51:44,2021-11-11 15:08:10,"Report              ","34.03022749017299","-118.48459028855058","34.030227490173","-118.484590288551"
"6413","21015367",2021-11-11,"Emergency Medical Service (EMS)","1400BLK 6TH ST","E-1","Station 1 ",2021-11-11 15:16:58,2021-11-11 15:44:00,"Report              ","34.017276896521473","-118.49247631789986","34.0172768965215","-118.4924763179"
"6414","21015370",2021-11-11,"Emergency Medical Service (EMS)","1100BLK 23RD ST","E-4","Station 3 ",2021-11-11 15:59:57,2021-11-11 16:15:45,"Report              ","34.034809458271788","-118.48155316496555","34.0348094582718","-118.481553164966"
"6415","21015374",2021-11-11,"Emergency Medical Service (EMS)","2200BLK MAIN ST","E-2N","Station 2 ",2021-11-11 16:25:59,2021-11-11 17:33:54,"Report              ","34.005230429495136","-118.48696397796211","34.0052304294951","-118.486963977962"
"6416","21015372",2021-11-11,"Emergency Medical Service (EMS)","1600BLK 11TH ST ","E-1","Station 1 ",2021-11-11 16:14:00,2021-11-11 16:33:43,"Report              ","34.018250328078693","-118.48440250237277","34.0182503280787","-118.484402502373"
"6417","21015373",2021-11-11,"Emergency Medical Service (EMS)","1400BLK 4TH ST ","E-1","Station 1 ",2021-11-11 16:20:13,2021-11-11 16:33:42,"Report              ","34.015744159401585","-118.49436610228068","34.0157441594016","-118.494366102281"
"6418","21015375",2021-11-11,"Emergency Medical Service (EMS)","800BLK 7TH ST","E-6","Station 1 ",2021-11-11 16:42:04,2021-11-11 17:30:36,"Report              ","34.026153219102731","-118.50100984494164","34.0261532191027","-118.501009844942"
"6419","21015376",2021-11-11,"Emergency Medical Service (EMS)","1300BLK 20TH ST","E-3","Station 3 ",2021-11-11 17:33:26,2021-11-11 17:39:26,"Report              ","34.029348433412224","-118.48079776393756","34.0293484334122","-118.480797763938"
"6420","21015379",2021-11-11,"Emergency Medical Service (EMS)","2600BLK LINCOLN BLVD","E-2S","Station 2 ",2021-11-11 18:32:29,2021-11-11 19:05:51,"Report              ","34.006233187839506","-118.47579734484839","34.0062331878395","-118.475797344848"
"6421","21015383",2021-11-11,"Emergency Medical Service (EMS)","2400BLK OLYMPIC BLVD","E-3","Station 3 ",2021-11-11 19:42:09,2021-11-11 19:59:24,"Report              ","34.027674319587504","-118.47089393133241","34.0276743195875","-118.470893931332"
"6422","21015387",2021-11-11,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-11-11 20:41:15,2021-11-11 20:55:47,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
"6423","21015384",2021-11-11,"Emergency Medical Service (EMS)","400BLK EXPO LINE ","E-1","Station 1 ",2021-11-11 20:12:56,2021-11-11 21:05:18,"Report              ","34.014786677397559","-118.49232590164787","34.0147866773976","-118.492325901648"
"6424","21015386",2021-11-11,"Emergency Medical Service (EMS)","200BLK 21ST PL","E-4","Station 3 ",2021-11-11 20:29:15,2021-11-11 21:06:59,"Report              ","34.04489398103042","-118.4962049479754","34.0448939810304","-118.496204947975"
"6425","21015390",2021-11-11,"Emergency Medical Service (EMS)","1200BLK 18TH ST","E-4","Station 3 ",2021-11-11 21:09:16,2021-11-11 21:23:39,"Report              ","34.029165037389269","-118.48426684131873","34.0291650373893","-118.484266841319"
"6426","21015388",2021-11-11,"Emergency Medical Service (EMS)","2500BLK 20TH ST","E-5N","Station 5 ",2021-11-11 20:54:10,2021-11-11 21:26:21,"Report              ","34.014230204172591","-118.46506480480912","34.0142302041726","-118.465064804809"
"6427","21015389",2021-11-11,"Emergency Medical Service (EMS)","1700BLK MAIN ST ","E-2N","Station 2 ",2021-11-11 20:59:53,2021-11-11 21:26:11,"Report              ",NA,NA,NA,NA
"6428","21015391",2021-11-11,"Emergency Medical Service (EMS)","800BLK SANTA MONICA BLVD ","E-1","Station 1 ",2021-11-11 21:31:29,2021-11-11 21:46:24,"Report              ","34.01986604334315","-118.49089748279982","34.0198660433432","-118.4908974828"
"6429","21015392",2021-11-11,"Emergency Medical Service (EMS)","1100BLK ARIZONA AVE","E-6","Station 1 ",2021-11-11 22:14:03,2021-11-11 22:48:34,"Report              ","34.023500173503336","-118.48962050762809","34.0235001735033","-118.489620507628"
"6430","21015394",2021-11-11,"Emergency Medical Service (EMS)","1400BLK OCEAN AVE","E-1","Station 1 ",2021-11-11 23:07:07,2021-11-11 23:14:18,"Report              ","34.013424290562163","-118.49722259970113","34.0134242905622","-118.497222599701"
"6431","21015395",2021-11-11,"Emergency Medical Service (EMS)","1900BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-11-11 23:20:15,2021-11-11 23:29:26,"Report              ","34.028296614677288","-118.48048821009432","34.0282966146773","-118.480488210094"
"6432","21015396",2021-11-12,"Emergency Medical Service (EMS)","1400BLK WILSHIRE BLVD","E-4","Station 3 ",2021-11-12 00:57:18,2021-11-12 01:11:00,"Report              ","34.027160942455971","-118.48837578132829","34.027160942456","-118.488375781328"
"6433","21015397",2021-11-12,"Emergency Medical Service (EMS)","23RD ST / SANTA MONICA BLVD","E-3","Station 3 ",2021-11-12 01:31:15,2021-11-12 01:42:16,"Report              ","34.030766516033381","-118.47744328272974","34.0307665160334","-118.47744328273"
"6434","21015399",2021-11-12,"Emergency Medical Service (EMS)","800BLK ARIZONA AVE","E-1","Station 1 ",2021-11-12 03:33:18,2021-11-12 03:49:30,"Report              ","34.0212009664803","-118.49245915548156","34.0212009664803","-118.492459155482"
"6435","21015398",2021-11-12,"Emergency Medical Service (EMS)","1900BLK WILSHIRE BLVD","E-4","Station 3 ",2021-11-12 03:08:26,2021-11-12 04:26:53,"Report              ","34.030995763917161","-118.48364271355412","34.0309957639172","-118.483642713554"
"6436","21015403",2021-11-12,"Emergency Medical Service (EMS)","1200BLK 6TH ST","E-6","Station 1 ",2021-11-12 04:55:44,2021-11-12 05:50:00,"Report              ","34.019965668604968","-118.49561695402277","34.019965668605","-118.495616954023"
"6437","21015405",2021-11-12,"Emergency Medical Service (EMS)","700BLK GRANT ST","E-2N","Station 2 ",2021-11-12 08:40:42,2021-11-12 09:20:03,"Report              ","34.010639690379207","-118.48183884200626","34.0106396903792","-118.481838842006"
"6438","21015408",2021-11-12,"Emergency Medical Service (EMS)","1300BLK 15TH ST","E-3","Station 3 ",2021-11-12 09:28:45,2021-11-12 10:07:47,"Report              ","34.025516261530782","-118.48552775399021","34.0255162615308","-118.48552775399"
